NACE_1_1_CODE,en_Description,NACE_2007_CODE,NACE_2007_DESCRPTION,Comments
75.12,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security",84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",=
75.13,Regulation of and contribution to more efficient operation of business,82.99,Other business support service activities n.e.c.,Vehicle licence issuing on a fee or contract basis
75.13,Regulation of and contribution to more efficient operation of business,84.13,Regulation of and contribution to more efficient operation of businesses,Except vehicle licence issuing on a fee or contract basis
75.14,Supporting service activities for the government as a whole,81.1,Combined facilities support activities,Operation of government owned or occupied buildings
75.14,Supporting service activities for the government as a whole,84.11,General public administration activities,General personnel and other general service activities
75.14,Supporting service activities for the government as a whole,91.01,Library and archives activities,Operation of government archives
75.21,Foreign affairs,84.21,Foreign affairs,Except refugee and hunger relief programs
75.21,Foreign affairs,88.99,Other social work activities without accommodation n.e.c.,"International assistance, e.g. refugee or hunger relief programmes"
75.22,Defence activities,84.22,Defence activities,=
75.23,Justice and judicial activities,84.23,Justice and judicial activities,=
75.24,"Public security, law and order activities",84.24,Public order and safety activities,=
75.25,Fire service activities,84.25,Fire service activities,=
75.3,Compulsory social security activities,84.3,Compulsory social security activities,=
80.1,Primary education,85.1,Pre-primary education ,Pre-primary education
80.1,Primary education,85.2,Primary education ,Primary education
80.21,General secondary education,85.31,General secondary education ,=
80.22,Technical and vocational secondary education,85.32,Technical and vocational secondary education ,All
80.3,Higher education,85.41,Post-secondary non-tertiary education,Post-secondary education not leading to a university degree or equivalent
80.3,Higher education,85.42,Tertiary education,Post-secondary education leading to a university degree or equivalent
80.41,Driving school activities,85.53,Driving school activities,=
80.42,Adult and other education n.e.c.,85.32,Technical and vocational secondary education ,Technical and vocational education for adults below university level (includes driving schools for occupational drivers; excludes: cultural education; sports and recreation education; lifeguard and survival training; public speaking training; computer tra
80.42,Adult and other education n.e.c.,85.51,Sports and recreation education,Sports and recreation education part of adult and other education
80.42,Adult and other education n.e.c.,85.52,Cultural education,"Cultural education part of adult and other education (below academic level : music, fine arts, performing arts, dance, theatre, photography)"
80.42,Adult and other education n.e.c.,85.59,Other education n.e.c.,"Except cultural, sport and vocational adult education.

ISIC Rev. 4 comment: the scope of this class has been enlarged in keeping with definitions of ISCED 1997"
85.11,Hospital activities,86.1,Hospital activities,"Except sanatoria, preventoria, rehabilitation centres and similar (not licensed hospital) care to people with mental retardation, mental illness, or substance abuse problems and except facilities provide room, board, protective supervision and counselling"
85.11,Hospital activities,87.2,"Residential care activities for mental retardation, mental health and substance abuse","Sanatoria, preventoria, rehabilitation centres and similar (not licensed hospital) care to people with mental retardation, mental illness, or substance abuse problems. Facilities provide room, board, protective supervision and counselling and some health "
85.12,Medical practice activities,86.21,General medical practice activities,Medical consultation and treatment in the field of general medicine by general practitioners
85.12,Medical practice activities,86.22,Specialist medical practice activities,Medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons
85.13,Dental practice activities,86.23,Dental practice activities,=
85.14,Other human health activities,86.9,Other human health activities,"Except nursing care facilities and residential health facilities services by paramedical staff to elderly, disabled and persons with metal health or substance abuse illnesses"
85.14,Other human health activities,87.1,Residential nursing care activities,Nursing care facilities
85.14,Other human health activities,87.2,"Residential care activities for mental retardation, mental health and substance abuse",Provision of residential care and treatment for patients with mental health and substance abuse illnesses by paramedical staff
85.14,Other human health activities,87.3,Residential care activities for the elderly and disabled,Provision of residential care and treatment for elderly and disabled by paramedical staff
85.2,Veterinary activities,75,Veterinary activities,=
85.31,Social work activities with accommodation,87.2,"Residential care activities for mental retardation, mental health and substance abuse",Provision of residential care and treatment for patients with mental health and substance abuse illnesses by social workers
85.31,Social work activities with accommodation,87.3,Residential care activities for the elderly and disabled,Provision of residential and personal care services for the elderly and disabled by social workers
85.31,Social work activities with accommodation,87.9,Other residential care activities,"Social work activities provided on a round-the-clock basis directed to provide social assistance to children and special categories of persons with some limits on ability for self-care (except elderly, disabled and persons with mental retardation or subst"
85.32,Social work activities without accommodation,88.1,Social work activities without accommodation for the elderly and disabled,"Social, counselling, welfare, referral and similar services which are aimed at the elderly and disabled, without accommodation"
85.32,Social work activities without accommodation,88.91,Child day-care activities,Child day-care activities
85.32,Social work activities without accommodation,88.99,Other social work activities without accommodation n.e.c.,"- Other social work activities without accommodation n.e.c.
- Charitable activities like fund-raising or other supporting activities aimed at social work"
90.01,Collection and treatment of sewage,37,Sewerage,=
90.02,Collection and treatment of other waste,38.11,Collection of non-hazardous waste,Collection of non-hazardous waste
90.02,Collection and treatment of other waste,38.12,Collection of hazardous waste,Collection of hazardous waste
90.02,Collection and treatment of other waste,38.21,Treatment and disposal of non-hazardous waste,"- Treatment and disposal of non-hazardous waste
- Production of compost from organic waste"
90.02,Collection and treatment of other waste,38.22,Treatment and disposal of hazardous waste,Treatment and disposal of hazardous waste
90.03,"Sanitation, remediation and similar activities",38.11,Collection of non-hazardous waste,Collection of refuse in litter-bins in public places
90.03,"Sanitation, remediation and similar activities",39,Remediation activities and other waste management services,"- Decontamination of soils and groundwater at the place of pollution, either in situ or ex situ, using mechanical, chemical or biological methods
- Decontamination and cleaning up of surface water following accidental pollution, e.g. through collection of"
90.03,"Sanitation, remediation and similar activities",81.29,Other cleaning activities,"- Outdoor sweeping and watering of streets, squares, paths, markets, public gardens, parks etc.
- Snow and ice clearing on highways, airport runways, including spreading of salt or sand etc.
- Rental of lavatory cubicles"
91.11,Activities of business and employers' organizations,94.11,Activities of business and employers membership organisations,=
91.12,Activities of professional organizations,94.12,Activities of professional membership organisations,=
91.2,Activities of trade unions,94.2,Activities of trade unions,=
91.31,Activities of religious organizations,94.91,Activities of religious organisations,=
91.32,Activities of political organizations,94.92,Activities of political organisations,=
91.33,Activities of other membership organizations n.e.c.,94.99,Activities of other membership organisations n.e.c.,All
92.11,Motion picture and video production,59.11,"Motion picture, video and television programme production activities","Production of theatrical and non-theatrical motion pictures whether on film, DVD or video tape"
92.11,Motion picture and video production,59.12,"Motion picture, video and television programme post-production activities","Supporting activities such as dubbing etc., including television programme post-production activities"
92.11,Motion picture and video production,59.2,Sound recording and music publishing activities,Activities of sound-recording studios
92.12,Motion picture and video distribution,59.13,"Motion picture, video and television programme distribution activities",=
92.13,Motion picture projection,59.14,Motion picture projection activities,=
92.2,Radio and television activities,59.11,"Motion picture, video and television programme production activities",Production of television programmes
92.2,Radio and television activities,59.2,Sound recording and music publishing activities,Production of taped radio programming (i.e. non-live)
92.2,Radio and television activities,60.1,Radio broadcasting,"Broadcasting of radio programmes (except on a subscription or fee basis, to a third party, such as cable systems or direct-to-home satellite systems)"
92.2,Radio and television activities,60.2,Television programming and broadcasting activities,Broadcasting and programming of television programmes
92.31,Artistic and literary creation and interpretation,90.01,Performing arts,"Production of live theatrical presentations, concerts and opera or dance productions and other stage productions:
- activities of groups or companies, orchestras or bands
- activities of individual artists such as actors, dancers, musicians, lecturers or "
92.31,Artistic and literary creation and interpretation,90.02,Support activities to performing arts,"Support activities to performing arts for production of live theatrical presentations, concerts and opera or dance productions and other stage productions:
- activities of directors and producers"
92.31,Artistic and literary creation and interpretation,90.03,Artistic creation,"- Activities of individual artists such as authors, sculptors, painters, cartoonists, engravers, etchers etc.
- Restoring of works of art such as paintings etc."
92.32,Operation of arts facilities,79.9,Other reservation service and related activities,Operation of ticket agencies
92.32,Operation of arts facilities,90.02,Support activities to performing arts,"Support activities for performing arts such as activities of stage-set, costume and lighting designers; operation of scenery and backdrops, lighting and sound equipment etc."
92.32,Operation of arts facilities,90.04,Operation of arts facilities,Operation of concert and theatre halls and other arts facilities
92.33,Fair and amusement park activities,93.21,Activities of amusement parks and theme parks,=
92.34,Other entertainment activities n.e.c.,79.9,Other reservation service and related activities,Ticket agencies for other entertainment activities
92.34,Other entertainment activities n.e.c.,85.52,Cultural education,Activities of dancing schools and dance instructors
92.34,Other entertainment activities n.e.c.,90.01,Performing arts,Circus production
92.34,Other entertainment activities n.e.c.,90.02,Support activities to performing arts,"Support activities to circus performances:
- activities of circus performances directors and producers
- activities of stage-set, costume and lighting designers; operation of scenery and backdrops, lighting and sound equipment for circus"
92.34,Other entertainment activities n.e.c.,93.29,Other amusement and recreation activities,"Puppet shows, rodeos, activities of shooting galleries, firework displays, model railway installations etc."
92.4,News agency activities,63.91,News agency activities,"News-syndicates and news-agency activities furnishing news, pictures and features to the media"
92.4,News agency activities,74.2,Photographic activities,Activities of press photographers
92.4,News agency activities,90.03,Artistic creation,Activities of independent journalists
92.51,Library and archives activities,91.01,Library and archives activities,All
92.52,Museums activities and preservation of historical sites and buildings,91.02,Museums activities,Operation of museums of all kinds
92.52,Museums activities and preservation of historical sites and buildings,91.03,Operation of historical sites and buildings and similar visitor attractions,Operation of historical sites and buildings
92.53,Botanical and zoological gardens and nature reserves activities,91.04,Botanical and zoological gardens and nature reserves activities,=
92.61,Operation of sports arenas and stadiums,93.11,Operation of sports facilities,All
92.62,Other sporting activities,79.9,Other reservation service and related activities,Sports events ticket agencies
92.62,Other sporting activities,85.51,Sports and recreation education,"- Activities of sport and game schools
- Activities of riding academies
- Activities of individual own-account sport instructors, teachers and coaches"
92.62,Other sporting activities,93.11,Operation of sports facilities,Organization and operation of outdoor or indoor sports events for professionals or amateurs by organizations with or without own facilities
92.62,Other sporting activities,93.12,Activities of sport clubs,"Operation of sports clubs: part of inclusion:
- football clubs, bowling clubs, swimming clubs, golf clubs, boxing, wrestling, health or body-building clubs, winter sports clubs, chess, draughts, domino or card clubs, field and track clubs, shooting clubs"
92.62,Other sporting activities,93.19,Other sports activities,"- Activities related to promotion and production of sporting events
- Activities of racing stables, kennels and garages
- Activities related to sport or recreational fishing
- Activities related to sport or recreational hunting
- Organization and operatio"
92.62,Other sporting activities,93.29,Other amusement and recreation activities,Activities of marinas
92.71,Gambling and betting activities,92,Gambling and betting activities,=
92.72,Other recreational activities n.e.c.,1.62,Support activities for animal production,Activities of farriers
92.72,Other recreational activities n.e.c.,78.1,Activities of employment placement agencies,Casting agencies and bureaus
92.72,Other recreational activities n.e.c.,79.9,Other reservation service and related activities,Ticket sales for other recreational activities
92.72,Other recreational activities n.e.c.,93.29,Other amusement and recreation activities,Except tickets sales and casting agencies and bureaus
93.01,Washing and dry-cleaning of textile and fur products,96.01,Washing and (dry-)cleaning of textile and fur products,=
93.02,Hairdressing and other beauty treatment,96.02,Hairdressing and other beauty treatment,=
93.03,Funeral and related activities,96.03,Funeral and related activities,=
93.04,Physical well-being activities,93.13,Fitness facilities,Fitness centres
93.04,Physical well-being activities,96.04,Physical well-being activities,Except fitness centres
93.05,Other service activities n.e.c.,85.51,Sports and recreation education,Yoga instructions
93.05,Other service activities n.e.c.,96.09,Other personal service activities n.e.c.,Except yoga instructions
95,Activities of households as employers of domestic staff,97,Activities of households as employers of domestic personnel,=
96,Undifferentiated goods producing activities of private households for own use,98.1,Undifferentiated goods-producing activities of private households for own use,=
97,Undifferentiated services producing activities of private households for own use,98.2,Undifferentiated service-producing activities of private households for own use,=
99,Extra-territorial organizations and bodies,99,Activities of extraterritorial organisations and bodies,=
